               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 102,            0.035014,            0.024835,           0.0043871,             0.55906,             0.75525,             0.74702,              0.4863,            0.023125,            0.019172,           0.0030789,             0.00697,             0.00697,             0.00697
                 103,            0.035821,            0.025643,           0.0042425,             0.62737,             0.74428,             0.74687,             0.47436,             0.02379,            0.019376,           0.0030107,             0.00694,             0.00694,             0.00694
                 104,            0.033871,            0.023288,           0.0040204,             0.58283,             0.74081,             0.73697,             0.47459,            0.023202,            0.019184,           0.0031041,             0.00691,             0.00691,             0.00691
                 105,            0.034797,            0.024681,           0.0043221,             0.59222,             0.75966,             0.75149,             0.48502,            0.023239,            0.018687,           0.0029848,             0.00688,             0.00688,             0.00688
                 106,            0.034733,            0.025028,           0.0042878,             0.67073,              0.7013,             0.72859,             0.46816,             0.02305,            0.018717,           0.0031579,             0.00685,             0.00685,             0.00685
                 107,             0.03397,             0.02403,           0.0040479,             0.59363,             0.76096,             0.73918,             0.48007,            0.022916,            0.018447,           0.0031336,             0.00682,             0.00682,             0.00682
                 108,            0.035437,            0.024415,           0.0043856,             0.67211,              0.7115,             0.73438,             0.47465,            0.023571,             0.01882,           0.0030646,             0.00679,             0.00679,             0.00679
                 109,            0.034182,            0.023115,           0.0041688,             0.70495,             0.70951,             0.73954,             0.48511,            0.022545,            0.018415,           0.0030945,             0.00676,             0.00676,             0.00676
                 110,            0.033779,            0.026495,           0.0044374,             0.68913,             0.74274,             0.75578,             0.48941,            0.023145,            0.018277,           0.0029121,             0.00673,             0.00673,             0.00673
                 111,            0.034128,             0.02224,           0.0043792,             0.62332,             0.69744,             0.71711,             0.45903,            0.022932,            0.018858,           0.0033022,              0.0067,              0.0067,              0.0067
                 112,            0.034517,            0.024571,           0.0042263,             0.62275,             0.76811,             0.75496,             0.49279,            0.023173,            0.018631,           0.0029061,             0.00667,             0.00667,             0.00667
                 113,            0.035675,            0.024602,           0.0051357,             0.58706,             0.74981,             0.73575,              0.4789,            0.022536,            0.018516,           0.0030977,             0.00664,             0.00664,             0.00664
                 114,            0.034173,            0.022547,           0.0041858,             0.70792,             0.68278,             0.72137,             0.47108,            0.022599,            0.018106,           0.0031361,             0.00661,             0.00661,             0.00661
                 115,             0.03452,            0.023878,           0.0046755,             0.71843,             0.72632,             0.76019,              0.4963,            0.022817,            0.018438,           0.0028553,             0.00658,             0.00658,             0.00658
                 116,            0.033068,            0.022021,           0.0037624,             0.71166,             0.72027,             0.76581,             0.51133,            0.022471,            0.018457,           0.0028538,             0.00655,             0.00655,             0.00655
                 117,            0.034706,             0.02269,           0.0042675,             0.61402,             0.77534,             0.76679,             0.49862,            0.022557,            0.018214,           0.0027668,             0.00652,             0.00652,             0.00652
                 118,            0.033531,            0.023201,            0.004246,             0.64151,             0.74484,             0.75897,             0.49584,            0.022641,            0.018102,           0.0029174,             0.00649,             0.00649,             0.00649
                 119,            0.033763,            0.023745,            0.004388,             0.71514,             0.76188,             0.78074,             0.50474,            0.023057,            0.018283,           0.0027464,             0.00646,             0.00646,             0.00646
                 120,            0.033349,            0.023346,           0.0043594,             0.67501,             0.77603,             0.79175,              0.5195,            0.022046,            0.018326,           0.0026253,             0.00643,             0.00643,             0.00643
                 121,            0.034322,            0.024291,           0.0043919,             0.65897,             0.76511,             0.79007,             0.51809,            0.022678,            0.018557,           0.0028135,              0.0064,              0.0064,              0.0064
                 122,            0.033524,            0.022783,           0.0045603,             0.67326,             0.75362,             0.77046,              0.5115,            0.021964,            0.017927,           0.0028512,             0.00637,             0.00637,             0.00637
                 123,            0.033407,            0.026718,           0.0039401,             0.64288,             0.78098,             0.78353,             0.51702,            0.022452,            0.018471,             0.00269,             0.00634,             0.00634,             0.00634
                 124,            0.033914,             0.02502,           0.0040602,             0.65055,             0.74939,             0.76734,             0.49781,            0.022658,            0.018196,           0.0028351,             0.00631,             0.00631,             0.00631
                 125,            0.033266,             0.02543,           0.0039824,             0.69594,             0.78388,             0.79369,             0.52658,            0.022403,             0.01808,           0.0028066,             0.00628,             0.00628,             0.00628
                 126,             0.03406,            0.025648,           0.0041288,             0.72202,              0.7757,             0.80333,             0.53514,              0.0217,            0.017673,           0.0026453,             0.00625,             0.00625,             0.00625
                 127,            0.033202,            0.023745,           0.0043023,             0.68024,             0.77441,             0.78685,             0.51251,            0.022414,            0.018235,           0.0027532,             0.00622,             0.00622,             0.00622
                 128,            0.034683,            0.024622,           0.0041761,             0.69207,             0.78081,             0.79469,             0.52606,            0.022096,            0.018162,           0.0026362,             0.00619,             0.00619,             0.00619
                 129,            0.033058,            0.023431,           0.0039905,             0.64065,             0.77643,             0.78656,              0.5116,            0.022223,            0.018437,           0.0027325,             0.00616,             0.00616,             0.00616
                 130,            0.033168,            0.024884,           0.0037916,             0.71063,             0.77865,             0.79798,             0.53155,            0.021739,            0.017689,           0.0025957,             0.00613,             0.00613,             0.00613
                 131,            0.033167,             0.02521,           0.0043897,             0.75254,             0.75093,             0.79128,             0.52271,            0.022048,            0.017831,           0.0027857,              0.0061,              0.0061,              0.0061
                 132,            0.033777,            0.021736,           0.0044331,             0.69748,             0.77813,             0.79123,              0.5311,            0.021668,             0.01752,           0.0027591,             0.00607,             0.00607,             0.00607
                 133,             0.03313,            0.022955,           0.0042521,             0.73204,             0.76853,             0.81164,             0.54017,             0.02172,            0.017942,           0.0025457,             0.00604,             0.00604,             0.00604
